movieId,title,genres,year
79607,"Millions Game, The (Das Millionenspiel)",Action|Drama|Sci-Fi|Thriller,
123619,Terrible Joe Moran,(no genres listed),
125571,The Court-Martial of Jackie Robinson,(no genres listed),
125632,In Our Garden,(no genres listed),
125958,Stephen Fry In America - New World,(no genres listed),
126438,Two: The Story of Roman & Nyro,Documentary|Drama,
127005,A Year Along the Abandoned Road,(no genres listed),
128612,Body/Cialo,Comedy|Drama|Mystery,
128734,Polskie gówno,Comedy|Musical,
129651,The Third Reich: The Rise & Fall,(no genres listed),
129697,La vendetta dei barbari,Action|Drama,
129705,My Own Man,(no genres listed),
129887,Moving Alan,(no genres listed),
130322,Zone 261,Horror,
130454,Michael Laudrup - en Fodboldspiller,(no genres listed),
130542,Honky,Drama,
131198,Blueberry Hill,(no genres listed),
131225,Pleasure Palace,(no genres listed),
131280,Terror on the 40th Floor,(no genres listed),
131606,My Boyfriend's Back,(no genres listed),
132000,One Night Only,Comedy,
132948,Doli Saja Ke Rakhna,(no genres listed),
133276,The Dead Lands,Action,
134254,"C'mon, Let's Live a Little",(no genres listed),
134908,For a Book of Dollars,(no genres listed),
135354,Twins from Texas,(no genres listed),
135691,Señorita Justice,(no genres listed),
136028,Flash and Firecat,(no genres listed),
136299,Red Victoria,Comedy|Horror,
136880,Vaastupurush,(no genres listed),
137284,Sierra Leone's Refugee All Stars,(no genres listed),
137292,L'uomo della carità,(no genres listed),
137411,The Big Fall,Action,
137443,Wolves In The Snow,Action|Crime|Drama|Thriller,
137845,Amazon Falls,(no genres listed),
137990,Dark Tides,(no genres listed),
138042,The Ritual,(no genres listed),
138120,The Expedition,(no genres listed),
138518,Chinese Boxes,(no genres listed),
139596,Danielův svět,(no genres listed),
140129,The Near Room,(no genres listed),
140224,Filmage: The Story of Descendents/All,Documentary,
140377,About Sarah,Drama,
140605,La steppa,(no genres listed),
140874,Swallows and Amazons,(no genres listed),
140956,Ready Player One,Action|Sci-Fi|Thriller,
141442,Los tontos y los estúpidos,(no genres listed),
141507,Ride in a Pink Car,(no genres listed),
141708,Disaster Playground,Documentary,
141745,Nice Guy,(no genres listed),
141858,"OMG, I'm a Robot!",(no genres listed),
141930,KillerSaurus,Horror|Sci-Fi,
142490,Viva,(no genres listed),
142913,Ollaan vapaita,(no genres listed),
143410,Hyena Road,(no genres listed),
144054,Asphalt Angels,(no genres listed),
144528,Fakta Ladh Mhana,(no genres listed),
144726,Man Crazy,(no genres listed),
145650,Roger la Honte,(no genres listed),
146010,Sentimentalnyy roman,(no genres listed),
146082,Yedyanchi Jatra,Children|Comedy|Drama,
146106,Dhadakebaaz,(no genres listed),
146112,Ittefaq,(no genres listed),
146344,Elämältä kaiken sain,Comedy|Drama,
146364,Dil Kya Kare,(no genres listed),
146370,Hogi Pyar Ki Jeet,(no genres listed),
146429,Monk by Blood,(no genres listed),
146463,I Am Syd Stone,(no genres listed),
146475,Alone With People,Comedy|Drama,
146740,Proibito Rubare - Luigi Comencini,(no genres listed),
146796,Le strelle nel fosso,(no genres listed),
147188,38 Parrots,Animation|Children,
147250,The Adventures of Sherlock Holmes and Doctor Watson,(no genres listed),
147450,Amigo Undead,(no genres listed),
148093,The Republic ,Action|Crime|Thriller,
148254,A Dark Place Inside,(no genres listed),
148677,Ουζερί Τσιτσάνης,(no genres listed),
149009,She Who Must Burn,(no genres listed),
149080,A Fare to Remember,(no genres listed),
149090,The Code,(no genres listed),
149296,Unlocking the Cage,(no genres listed),
149334,Nocturnal Animals,Drama|Thriller,
149502,101次求婚,(no genres listed),
149715,S: Saigo no Keikan - Dakkan: Recovery of Our Future,(no genres listed),
149757,The Frog Prince,Children,
150020,Vrijdag,(no genres listed),
150655,Aimy in a Cage,Drama|Fantasy|Sci-Fi,
150657,Trophy Kids,Documentary,
150868,Jasne Błękitne Okna,(no genres listed),
150888,Mr. Kuka's Advice,(no genres listed),
151307,The Lovers and the Despot,(no genres listed),
151517,Beauty and the Breast,(no genres listed),
151655,Hundra,Adventure|Fantasy,
151693,Holy Hell,(no genres listed),
151955,Veljet,Documentary,
151967,Pyaar Tune Kya Kiya,(no genres listed),
152523,"Vous êtes très jolie, mademoiselle",(no genres listed),
152808,Main Madhuri Dixit Banna Chahti Hoon!,(no genres listed),
152814,Dhund: The Fog,Thriller,
152840,The Grave Digger,(no genres listed),
152884,Vaastu Shastra,(no genres listed),
153184,Vergeef me,(no genres listed),
153714,Vogelfrei,(no genres listed),
153967,Jew Like Me,(no genres listed),
153973,Langer Licht,(no genres listed),
154184,Family Film,(no genres listed),
154386,Normaal: Ik Kom Altied Weer Terug,(no genres listed),
154530,Recto / verso,(no genres listed),
154538,Sins of the mind,(no genres listed),
155121,Kshanam,(no genres listed),
155593,Pawn's Move,(no genres listed),
155621,If These Knishes Could Talk: The Story of the NY Accent,(no genres listed),
156175,Mapplethorpe: Look at the Pictures,(no genres listed),
156571,The Twin Girls of Sunset Street,(no genres listed),
156591,Absent Minded,(no genres listed),
156605,Paterson,(no genres listed),
157703,The Kid from Broken Gun,(no genres listed),
157787,.hack Liminality: In the Case of Mai Minase,(no genres listed),
157789,.hack Liminality In the Case of Yuki Aihara,(no genres listed),
157791,.hack Liminality In the Case of Kyoko Tohno,(no genres listed),
158312,Citizen King,(no genres listed),
158870,The Monkey King the Legend Begins,Action|Adventure|Fantasy,
159125,Anybody's Son Will Do,(no genres listed),
159217,The Identity Theft of Mitch Mustain,Documentary,
159257,6A,(no genres listed),
159259,The Serious Game,(no genres listed),
159325,Fant,(no genres listed),
159642,It's Only Money,Comedy,
159664,Freedom,(no genres listed),
159674,Back Home,(no genres listed),
159753,After Eden,(no genres listed),
160428,DEAD RISING : ENDGAME,(no genres listed),
160579,Friends and Romans,(no genres listed),
160676,Poor Devil,(no genres listed),
160724,They Will Have To Kill Us First,Documentary,
160880,Eat That Question: Frank Zappa in His Own Words,(no genres listed),
160886,Presenting Princess Shaw,Documentary,
161050,The Miki Howard Story,(no genres listed),
161300,Digital Dharma,(no genres listed),
161948,Tibetana,(no genres listed),
162006,Gleason,(no genres listed),
162154,Bazodee,(no genres listed),
162224,"El Bosco, el jardín de los sueños",Documentary,
162414,Moonlight,Drama,
162704,California Winter,Drama,
162740,The Houses Are Full of Smoke,(no genres listed),
162746,The Last Gold,(no genres listed),
162832,The Wounded Angel,Drama,
162886,Scott Hall: Living on a Razor's Edge,(no genres listed),
163010,Bad Dad Rehab,(no genres listed),
163018,A Lovasíjász,Adventure|Documentary,
163567,MamaBoy,(no genres listed),
164051,The Space Between,(no genres listed),
164592,El pejesapo,(no genres listed),
164693,Lo Sound Desert,Documentary,
164705,Set the Thames on Fire,(no genres listed),
165089,Dugma: The Button,(no genres listed),
165237,Amber Alert,(no genres listed),
165345,Pad Yatra: A Green Odyssey,Adventure|Documentary,
165385,The Adventures of Cinderella's Daughter,(no genres listed),
165519,Always Faithful,(no genres listed),
165699,Angel Has Fallen,Action|Thriller,
165747,Exchange,Horror,
165821,Rodnye (Close Relations),Documentary,
166289,Allende en su laberinto,(no genres listed),
166548,Dvadtsat shest dney iz zhizni Dostoevskogo,(no genres listed),
166651,Dönersen Islık Çal,(no genres listed),
166775,Uno: The Movie,Comedy,
166862,The Women's Balcony,(no genres listed),
166942,Ulvova Mylläri,(no genres listed),
167098,Dolpo Tulku - Heimkehr in den Himalaya,(no genres listed),
167570,The OA,(no genres listed),
167830,Freedom Road,(no genres listed),
167958,Hitler's Olympics,Documentary,
168278,Science Fiction Volume One: The Osiris Child,Sci-Fi,
168356,Bienvenido a Veraz,Drama,
168546,Invention of Trust,Drama,
168596,Secret Places,(no genres listed),
168648,Abbey Grace,(no genres listed),
168888,Third Guest,(no genres listed),
169004,American Sharia,(no genres listed),
169014,Red Wine in the Dark Night,Romance|Thriller,
169230,Winning Favour,(no genres listed),
169240,Whn the day had no name,(no genres listed),
169656,The Glass Castle,Drama,
170109,Blindpassasjer,(no genres listed),
170465,The Lost World of Communism,(no genres listed),
170719,Sequence Break,(no genres listed),
170745,13 reasons why,(no genres listed),
171171,Jedi Junior High,Documentary,
171495,Cosmos,(no genres listed),
171507,Unspeakable Horrors: The Plan 9 Conspiracy,Comedy|Documentary,
171631,Maria Bamford: Old Baby,(no genres listed),
171749,Death Note: Desu nôto (2006–2007),(no genres listed),
171753,Wet and Reckless,(no genres listed),
171891,Generation Iron 2,(no genres listed),
172451,Irwin & Fran 2013,(no genres listed),
172557,Shivering Trunks,(no genres listed),
172673,Supermassive Black Holes,Documentary,
172739,Игра на выбывание,(no genres listed),
172915,Falling Skies,(no genres listed),
173191,Neither Wolf Nor Dog,Drama,
173347,Philosophy: A Guide to Happiness,Documentary,
174039,Genesis,(no genres listed),
174057,I'm Not Here,Drama,
174447,A Gray State,(no genres listed),
174485,Salad Fingers,(no genres listed),
174707,Le Ride,(no genres listed),
174953,Mundo Cão,(no genres listed),
175027,Selling God,Documentary,
175163,Elián,Documentary,
175335,The Garden of Afflictions 2017,(no genres listed),
175353,Abduction,Drama|Fantasy,
175511,Engineering Red,(no genres listed),
175605,S.W.A.T.: Under Siege,(no genres listed),
175651,All Superheroes Must Die 2: The Last Superhero,Mystery|Sci-Fi,
175695,The Misadventures of Rick and Morty,(no genres listed),
176127,Lauri Mäntyvaaran tuuheet ripset,(no genres listed),
176151,Aprel,Crime|Drama,
176269,Subdue,Children|Drama,
176601,Black Mirror,(no genres listed),
176803,What the Waters Left Behind,Horror,
176857,Ascent to Hell,(no genres listed),
177029,Supercon,(no genres listed),
177235,In Search of Fellini,Adventure|Drama,
177265,Checkmate,(no genres listed),
177485,With love,Documentary,
177589,The Stone,(no genres listed),
177625,Bigfoot in Europe: Sasquatch Encounters Abroad,Action|Documentary,
177973,The Wayward Sun,(no genres listed),
178127,Abd El-Kader,(no genres listed),
178157,BlueGreen,(no genres listed),
178187,El Superstar,Comedy,
178221,I Am The Queen,(no genres listed),
178223,Injecting Aluminum,(no genres listed),
178267,Palestine Blues,Documentary|Thriller,
178271,Pururambo,(no genres listed),
178423,Sprawling from Grace,Documentary,
178425,Teen a Go Go: A Little Film About Rock and Roll History,(no genres listed),
178619,Vilaieha,(no genres listed),
178845,The Lost City of Cecil B. DeMille,Documentary,
178961,Slumber,(no genres listed),
179001,Koudelka Shooting Holy Land,Documentary,
179311,The Book of Birdie,(no genres listed),
179317,Clementina,Drama|Horror,
179379,My Brother Khosrow,Drama,
179479,"Samadhi Part 1: Maya, the Illusion of the Self",Documentary,
179483,"Doing time, Doing Vipassana",Documentary,
179667,Going for Broke,Documentary,
180053,Gutboy: A Badtime Story,(no genres listed),
180175,Kickoff,(no genres listed),
180199,S.M.A.R.T. Chase,(no genres listed),
180455,The End?,Horror,
180461,3rd Night,Horror,
180463,Mountain Fever,Thriller,
180553,Trauma,Horror,
180855,Rigoletto,Drama|Romance,
180863,Nebraska Supersonic,Comedy,
181407,Prosta historia o miłości,(no genres listed),
181409,"Felix, Net i Nika oraz teoretycznie możliwa katastrofa",(no genres listed),
181435,Inside John Lennon - Unauthorized,(no genres listed),
181637,Frangi,(no genres listed),
181669,Inoperable,Horror,
181685,به نام پدر,(no genres listed),
182437,A Miracle on Christmas Lake,(no genres listed),
182461,No Ordinary Hero: The SuperDeafy Movie,(no genres listed),
182723,Cosmos: A Spacetime Odissey,(no genres listed),
182765,Rooster: Spurs of Death!,(no genres listed),
183247,Начальник,(no genres listed),
183665,The Moors Murders,(no genres listed),
183709,Harvest,Documentary,
183755,Basmati Blues,Comedy|Romance,
183837,The Favourite,Drama,
183855,Terminal,Drama|Thriller,
183871,Functional Fitness,(no genres listed),
183935,Made in Italy,(no genres listed),
183947,NOFX Backstage Passport 2,(no genres listed),
184003,Heroine,(no genres listed),
184155,An Hour Behind,Drama|Romance,
184607,A Grim Becoming,(no genres listed),
184703,The Body Tree,Horror|Thriller,
184913,Seat 25,(no genres listed),
185007,The Contender,Documentary,
185357,Zero,(no genres listed),
185491,MisLead: America's Secret Epidemic,Documentary|Drama,
185721,Sensitive: The Untold Story,(no genres listed),
185985,Scott and Sid,Drama,
186909,Taco Shop,Comedy,
186951,Fort Maria,(no genres listed),
186989,Secrets in the Fall,(no genres listed),
187451,Anthony Joshua: The Road to Klitschko,(no genres listed),
187471,No. 1 Chung Ying Street,(no genres listed),
187475,Diamond Dogs,(no genres listed),
187577,The Death & Life of John F. Donovan,Drama,
187965,Sanctuary,(no genres listed),
188175,The Factory,Thriller,
188201,Higher Power,(no genres listed),
188219,Always at The Carlyle,Documentary,
188257,When Bette Met Mae,(no genres listed),
188451,Witch-Hunt,Horror|Mystery|Thriller,
188595,Bubblegum,(no genres listed),
188853,Class Reunion 2: A Wedding and a Funeral,Comedy,
189009,Derrick J's Victimless Crime Spree,(no genres listed),
189047,Veras Mantel,(no genres listed),
189345,The Doctor From India,(no genres listed),
189577,Tau,Sci-Fi|Thriller,
189619,The Greenhorns,(no genres listed),
189833,Inheritance,(no genres listed),
190017,The Death of Superman,Action|Animation|Drama|Sci-Fi,
190143,Formentera Lady,(no genres listed),
190159,The Midnighters,(no genres listed),
190747,Mara,Crime|Horror|Thriller,
190897,A Triumph of the Heart: The Ricky Bell Story,(no genres listed),
190937,Tell Me Your Name,Horror|Thriller,
190961,Poor Boy,Drama,
190965,En Busca del Muñeco Perdido,Adventure|Comedy,
191021,"Rich Man, Poor Woman in New York",(no genres listed),
191403,"New Neighbors, Old Fights",(no genres listed),
191697,Lottery,(no genres listed),
191939,Since,(no genres listed),
192001,His Last Vow,(no genres listed),
192113,Nakimushi Shottan no Kiseki,Drama,
192139,Undercity,(no genres listed),
192227,Dansa först,(no genres listed),
192229,Ctrl+Alt+Dance,(no genres listed),
192339,The Sign of Three,(no genres listed),
192589,Doubtful,(no genres listed),
192829,Parwaaz Hai Junoon,Adventure|Children|Romance,
192935,Papi Chulo,Comedy|Drama,
193149,¿Qué te juegas?,(no genres listed),
193443,Wall,(no genres listed),
193657,A Kiss of Chaos,Action|Drama|Thriller,
193783,Brian Banks,(no genres listed),
193888,Through Black Spruce,Drama,
194232,The Body,(no genres listed),
194476,Honey Badgers: Masters of Mayhem,(no genres listed),
194590,Территория Джа,Comedy|Fantasy|Sci-Fi,
194859,Menneskesmuglerne,(no genres listed),
194909,Tafanos - Killer Mosquitos,(no genres listed),
195217,Star Wars: Dresca,Sci-Fi,
195433,"Baikonur, Earth",Documentary,
195575,Marvel Mon Amour,Documentary,
195699,"Dunkles, rätselhaftes Österreich",Comedy|Documentary,
195773,Les Flâneries du voyant,(no genres listed),
195813,Dalya's Other Country,Documentary,
195815,The Storyteller,Drama,
195821,Grand Unified Theory,(no genres listed),
196063,The Indecent Family,(no genres listed),
196097,The Zen Diaries of Garry Shandling: Parts 1 & 2,Comedy|Documentary,
196201,Девочки,(no genres listed),
196303,Peshavarskiy vals,(no genres listed),
196471,Przyjecie na 10 osob plus 3,(no genres listed),
196833,Cradle to Grave,Documentary,
197081,BÚÉK,Comedy|Drama,
197135,Old Man,(no genres listed),
197587,Scarred But Smarter: Life N Times of Drivin N Cryin,(no genres listed),
197647,Polina,(no genres listed),
197651,The King,Drama,
197869,The Machine Stops,Sci-Fi,
198111,Paradise Hills,Fantasy,
198145,The Perfect Date,Romance,
198149,Wicked,Drama|Fantasy|Romance,
198151,Uncharted: Drake's Fortune,Action|Adventure,
198155,The Wedding Year,Comedy|Romance,
198157,A Rainy Day in New York,Comedy|Romance,
198195,Pathey Holo Deri,Drama|Romance,
198293,Underneath,(no genres listed),
198689,The Art of McCartney,(no genres listed),
199574,Romeo Akbar Walter,(no genres listed),
199818,The Man with Half a Body,(no genres listed),
200000,Anatolian Trip,Documentary,
201346,The Guy Who Didn't Like Musicals,(no genres listed),
201757,A Place of Truth,(no genres listed),
201945,"Мiсто, в якому не ходять грошi",Adventure|Drama|Thriller,
201959,D-Day: The Total Story,(no genres listed),
202269,Kid Brother,(no genres listed),
202371,The Saint Lies In Wait,(no genres listed),
202565,Kopy Kings,Comedy,
202769,RWBY: Volume 5,(no genres listed),
202868,Tenth of a Second,Thriller,
202870,Time of tears,(no genres listed),
203014,Man's First Friend,Documentary,
203717,Knox: The Life and Legacy of Scotland's Controversial Reformer,(no genres listed),
203922,Sherlock: The Blind Banker,Crime|Mystery,
204118,cursor,Sci-Fi,
204248,Waiting for the Storm,(no genres listed),
204690,Eli,(no genres listed),
204692,In the Tall Grass,Drama|Horror|Thriller,
204770,1013 Briar Lane,Horror,
204898,Burdock,(no genres listed),
204974,Десять минут первого,Comedy,
205074,Falling Inn Love,Comedy|Romance,
205551,The Fellowship of the Farmers,(no genres listed),
206174,NOVA: Prediction by the Numbers,Documentary,
206198,The Night Bulletin,Horror|Thriller,
206409,Royal Shakespeare Company: The Tempest,(no genres listed),
206641,Egy másik életben,(no genres listed),
206757,Twice,(no genres listed),
206781,The Black Legend of Mexican Cinema,(no genres listed),
206811,Chef vs. Science: The Ultimate Kitchen Challenge,(no genres listed),
207109,Hotel Camarillo,(no genres listed),
207135,The Evil Inside,Drama|Horror,
207199,Along Came the Devil 2,Horror|Thriller,
207337,Liberia: An Uncivil War,Documentary,
207387,Luz,(no genres listed),
207714,Tales of Found Footage,(no genres listed),
207884,Enduring Destiny,(no genres listed),
208597,Punk the Capital: Building a Sound Movement,Documentary,
208763,Yosemite: The Fate of Heaven,(no genres listed),
208973,The Falklands War: The Untold Story,(no genres listed),
